"SpeciesID","GenusID","Species","SAuthor","NameDK","NameUK","SBiolEuDK","SBiolEuUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK"
969,54,"saltator","(O. P.-Cambridge, 1868)",,,,,"Den mindste art i slægten, men med en imponerende springkraft i forhold til størrelsen. Benene i det fjerde benpar er længere end hos de øvrige <i>Sitticus</i> arter, idet tibia IV er omtrent tre gange længere end tibia III. Hunnen er karakteriseret ved hvide og rødbrune farver. Bagkroppen med udflydende hvide pletter og med tendens til sildebensmønster bagerst på bagkroppen. Hannen er betydeligt mindre og mørkere end hunnen. Forkroppen med hvid midterlinie fra fovea og bagud. Forkroppens sider og front er ligeledes beklædt med lyse hår, resten af forkroppen er i mørkebrune og sorte farver. Bagkrop med lyse sider, lys midterstribe forrest og et par store hvide pletter lidt bag midten. Ben mørke, med utydelige ringtegninger af lyse hår.","The smallest species of the genus, but with an impressing ability to jump long distances its small size taken into consideration. This species has longer fourth legs than other <i>Sitticus</i> species, with Tibia IV about three times longer than Tibia III. The female is characterized by red-brown colours and light patches of white hairs. Abdomen with ill-defined white patches and with indistinct chevrons at rear. The male is much smaller and darker than the female. Carapace with light median line behind fovea. The sides and the front are clothed with white hairs, remaining parts of the carapace is dark brown to black. Abdomen has light sides, light median line anteriorly, and a par of large white patches slightly behind midway. Legs are dark, vaguely ringed with white hairs.","2-3","3-4","Varme, sandede steder med lav vegetation, især ved kysterne.","Warm sandy places with low vegetation, usually close to coasts.",,,"Lokal og ret sjælden i Danmark, ikke kendt fra Fyn, Sjælland og Bornholm. Vidt udbredt i Europa men generelt ualmindelig.","Local and rare in Denmark. Widespread in Europe but uncommon.",,
970,293,"aequipes","(O. P.-Cambridge, 1871)",,,,,"Lille brunlig art med iøjnefaldende gule palper. Hele kroppen virker på afstand ret ensfarvet brun, men farven er i virkeligheden sammensat af en mørkebrun grundfarve, der er lysnet af en sparsom behåring i orangegule og hvide farver. Bagkroppen med mørk sildebensmønster grundet områder med helt manglende hårbeklædning. Benene lysegule med ret tydelige mørke ringtegninger. Hannen er meget lig hunnen, men har det forreste benpar næsten sort med grønlig blå metalglans. Hannens hoved er beklædt med guldgule hår på den forreste del.","A small brown spider with contrasting yellow palps. The body appears uniform brown at a distance, but in reality the colour is composed of the underlying dark brown ground colour lightened  by a light coverage of orange-red and whitish hairs. Abdomen with dark chevrons due to patches lacking light hairs. Legs pale yellow with darker annulations. Male is similar to female, but  has legs I almost black with greenish-blue iredescent hairs. The face is covered with distinct golden-yellow hairs.","2-2.5","2-3","Varme heder, hedemoser, klitheder og sandmark, gerne hvor der er sten, hvorunder retræte og ægsæk kan anlægges.","Warm dry and wet heathland, dunes and grassland on sandy soil, sometimes with high densities at places with stones, underneath which retreats and eggsacks are made.",,,"Lokalt udbredt,  hovedsageligt i Jylland. Meget sjælden i resten af landet. Vidt udbredt i Europa og mere almindelig mod syd.","Local in western parts of Denmark (Jutland), very rare or absent in remaining parts. Widespread in Europe and commoner to the south of Denmark.",,
971,294,"erratica","(Walckenaer, 1826) ",,,,,,,,,,,,,,,,
972,294,"lanigera","(Simon, 1871)","Vinduesspringer",,,,"Hannen med forkroppen sort i siderne, i midten en mere eller mindre skarpt defineret grålig trekant bestående af hvide og brune hår. Trekantens bagudrettede spids er med tydelige hvide hår. De forreste øjne er omkranset af rødbrune hår og under øjenrækken er der er et tværstillet bånd af hvide hår. Palper med hvid behåring. Det forreste benpar er med undtagelse af brune tarser næsten sorte, øvrige benpar mørke med ringtegninger i lysebrune og mørkebrune farver nogle steder forstærket af hvide hår.","Male carapace black at sides with greyish triangle pointing backwards in center. Triangle is made up of white and brown hairs and ends posteriorly in a patch of dense white hairs. Anterior eyes surrounded by reddish-brown hairs. A transverse bar of whitish hairs are present below the eyes. Palps with distinct white hairs. Legs I are blackish with the exception of the tarsi which are brown. Remaining legs with annulations in light and dark brown colours, at places emphasized by rings of light hairs.","3.5-4","4-5","Bygninger, ofte højt oppe på mure og tagsten. Individer der forvilder sig ind af vinduer og andre åbninger er nok dem der oftest træffes.","Buildings, often high up on walls and roofing tiles. Some individuals stray into rooms and are those that are most frequently encountered.",,,"Ikke kendt fra særlig mange distrikter i Danmark, men er helt sikkert overset. For et par år siden hjalp jeg til med at nedtage et tag, og observerede arten i mængde på undersiden af tagstenene. Ved en senere grundig eftersøgning på samme bygning kunne jeg ikke finde et eneste individ, indikerende at arten lever skjult og er let at overse. Var tidligere en sydeuropæisk art, men har spredt sig nordpå i løbet af de sidste 50 år.","Only known from a relatively small number of districts in Denmark but probably overlooked. A few years ago I assisted with removing old roofing tiles and observed numerous specimens. A later search for rhe species at the same building returned no sightings, indicating that the species of the  revealed no specimens, indicating that this species lives in secrecy and easy to overlook. It used to be a South European species but during the last fifty years or so it has gradually increased it range northwards.",,
975,66,"cursor","(Hahn, 1831)",,,,,,,,,,,,,,,,
976,299,"praeficus","(L. Koch, 1866)",,,,,"Mørkebrun til sort art med to kontrasterende gulorange plader (operculae) foran kønsfuren på bagkroppens underside.","Very dark brown or black species with contrasting yellow-orange branchial operculae.","4.5-5","5-6","Primært kystnære, tørre områder med lav vegetation og sten.","Appears to be mainly coastal in Denmark. Seems to prefer dry areas with low vegetation and stones.",,,"Ikke særlig almindelig, men vidt udbredt i Danmark såvel som i Europa.","Widespread but rather uncommon in Denmark and Europe.",,
977,299,"lutetianus","(L. Koch, 1866)",,,,,,,,,,,,,,,,
979,299,"pusillus","(C. L. Koch, 1833)",,,,,,,,,,,,,,,,
984,10,"aenea","Thorell, 1871",,,,,"Mellemstor, ret mørk <i>Micaria</i> art.",,"3-3.5","4-4.5","Solbeskinnet førn på heder, hedemoser, skovlysninger og -kanter, gerne i forbindelse med lyng. I Mellemeuropa træffes arten også i alpine tørvemoser.",,,,"Ualmindelig i Danmark med fund fra Jylland og nordøst Sjælland. Vidt udbredt i Nord- og Mellemeuropa men generelt ret sjælden.",,,
986,10,"lenzi","Bösenberg, 1899",,,,,"Minder en del om den  almindelige <i>M. pulicaria</i> men er mindre, og med de hvide farvetegninger på bagkroppen reduceret til et utydeligt tværbånd. Metalglansen har et mere lilla skær i forhold til  hos <i>M. pulicaria</i>.","Resemble the much commoner  <i>M. pulicaria</i>  but is smaller and with less pronounced white markings on the abdomen reduced to a vague, transverse line. The iridescence appear more purplish than that of <i>M. pulicaria</i>.","2.3-2.7","2.6-3","Klitter og stenstrande/kystoverdrev med sten.","Dunes and costal areas with short vegetation and stones, including shingle.",,,"Formentlig sjælden i Danmark og Europa, Indtil for få år siden var der kun ganske få fund af denne art. I de sidste par år er arten dog blevet fundet flere steder, så enten er den i fremgang eller også har den bare været overset.","Supposedly rare in Denmark and Europe. Until recent years there were only very few records of this species. In the last couple of year several findings have been made suggesting the species is increasing its range unless just overlooked.",,
996,304,"festivus","(C. L. Koch, 1835) ",,,,,"Mørkebrun forkrop med sort hoved. Forkrop med behåring af fine, silkeagtige hår. Bagkrop mørkegrå til sort med seks hvide pletter, heraf to forrest i hver sin side, tre midt på bagkroppen, der undertiden samlet fremtræder som en fremadrettet pil, og én lille plet over spindevorterne. Hannen er lidt mindre end hunnen, og har mindre fremtrædende hvide pletter. Ben gulbrune, undtagen femora I og II som er mørke.","Darkbrown carapace with head black. The carapace is sparsely covered with fine silky hairs. Abdomen dark grey to black with six white spots, two anterior spots in each side, three midway which together appear to form a chevron and a small spot just above the spinnerets. The male is slightly smaller than the female and has less clear white spots. Legs are yellow-brown, except femore I and II which are dark.","2.5-3","2.5-3","Under sten, i førn og mos på både fugtige og tørre steder, ofte sammen med myrer.","Under stones (often with ants), in leaflitter and moss in both damp and dry situations.",,,"Lokalt almindelig i Danmark og Europa.","Locally common in Denmark and Europe.",,
997,304,"minimus","C. L. Koch, 1839",,,,,,,,,,,,,,,,
1000,2,"cognatus","(Westring, 1861)",,,,,,,,,,,,,,,,
1001,2,"moderatus","(Kulczynski, 1897)",,,,,,,,,,,,,,,,
1002,4,"clivicola","(L. Koch, 1870)",,,,,,,,,,,,,,,,
1003,11,"frutetorum","L. Koch, 1867",,,,,,,,,,,,,,,,
1004,11,"germanica","Thorell, 1871",,,,,,,,,,,,,,,,
1005,54,"inexpectus","Logunov & Kronestedt, 1997",,,,,,,,,,,,,,,,
1007,109,"ononidum","Simon, 1875",,,,,,,,,,,,,,,,
1011,54,"zimmermanni","(Simon, 1877)",,,,,"Hunnens forkrop er rødbrun til mørkebrun men er tæt beklædt med lyse hår og i mindre grad gulorange hår. Tegninger utydelige. Bagkroppen med gråbrun grundfarve, ligeledes tæt beklædt med lyse hår, og er uden de to store hvide pletter som ses hos hannen. Der kan være et svagt fremtrædende mønster af lyse længdestribe og sildebensmønster. Hannens forkrop mørkebrun med et smalt lyst midterbånd og smalle lyse striber i hver side og som mødes i en tværstribe langs oversiden af de forreste øjne. På bagkroppen ses to store hvide pletter, øvrige lyse tegninger noget variable, men som regel findes der et lyst trekantet område foran pletterne, og nogle små sildebensstreger og et hvidt felt foran spindevorterne. Palpe tibia og patella mest hvide, mens tarsus konstrasterende sorte.","Female carapace redbrown to dark brown densely clothed with light hairs and to a lesser degree yellow-orange hairs. Markings ill-defined.The abdomen has a greyish-brown ground colour and is also clothed with light hairs. Sometimes a faint light median band and chevrons are discernible. The prominent large white patches on the male abdomen is absent in the female. Male carapace dark brown with narrow light median and lateral  bands. A transverse line of light hairs are present above the anterior eyes and joins with the lateral lines. The abdomen is dark-brown with two large light patches of light hairs. Remaining markings are more variable, but usually there is a light triangle in front of the white patches. Posteriorly there are some small chevrons or transverse lines followed by a light area in front of the spinners. Palpal tibia and patella are mainly white, while the tarsi are contrasting black.","3-4","4-6","I Danmark kendes arten fra stenstrande og tilknyttede skrænter med lav vegetation. Fra det øvrige Europa kendes arten også fra sandede områder, især klitter, og alpine græsheder over 2000 m. I lyset af de meget forskellige habitater, kan det måske tænkes, at det ikke er samme art, der er tale om.","In Denmark this species is known from coastal shingle. In Europe this species is also known from dry, sandy areas primarily dunes, and alpine grassland above 2000 m. In light of the very different habitats it can be speculated that <i>S. zimmermanni</i> might cover several species or subspecies.",,,"Fundet første gang i Danmark i 2004 på Samsø. I 2005 blev arten også fundet på Djursland. Har formentlig været overset i Danmark, men må formodes at være ret sjælden. Vidt udbredt i Europa.","Rare in Denmark. It was recorded for the first time in 2004, with another locality discovered in 2005. Widespread in Europe.",,
1054,318,"obscurus","(Blackwall, 1841)",,,,,,,,,,,,,,,,
1074,266,"foveatus","(Dahl, 1912)",,,,,,,,,,,,,,,,
1083,323,"parallela","(Wider, 1834)",,,,,,,,,,,,,,,,
1084,323,"radicicola","(L. Koch, 1872)",,,,,,,,,,,,,,,,
1087,324,"pluchei","(Scopoli, 1763) ",,"Marbled cellar spider",,,"Oprindeligt sydeuropa, introduceret til Mellem- og Nordeuropa.",,,,,,,,,,,
1088,5,"bicolor","(Hahn, 1833)",,,,,,,,,,,,,,,,
1089,66,"aculeata","(Clerck, 1757)",,,,,,,,,,,,,,,,
1090,66,"trabalis","(Clerck, 1757)",,,,,,,,,,,,,,,,
1091,288,"campestre","Lohmander, 1944",,,,,,,,,,,,,,,,
1103,328,"stroemi","(Thorell, 1870) ",,,,,,,,,,,,,,,,
1110,332,"affinis","Eichwald, 1830","Tapetserfugleedderkop",,,,"Hunnen er mellemstor, robust bygget, og med store fremadrettede kæber. Bagkrop rødbrun. Hannen er mindre end hunnen, og noget mørkere. De tre led på de bagerste spindevorter er næsten lige lange. Det er formodentlig den edderkop i Danmark som opnår den største levealder, idet hunnernes er vurderet til 7-10 år mod hannernes 4 år.","The female is medium-sized, having stout legs and with brown cephalothorax and reddish-brown abdomen. Chelicerae prominent and projecting forward. Male is smaller and darker. Abdomen with dorsal scutum. The three segments of the posterior spinners are almost equal in length.The Purse-web Spider has a long lifespan with females living for as much as 7-10 years, males somewhat shorter, about 4 years.","10-12","13-22","Varme steder med løst substrat såsom foden af sydvendte hedebakker. Også stejle kystskrænter med nedskridende vegetation.","South facing slopes with low vegetation, typically patchy heather. Also steep coastal slopes with sliding vegetation.",,,"Tapetserfugleedderkoppens nordgrænse går gennem Skotland, Danmark og Sydsverige. Arten blev anset for uddød i Danmark indtil den blev genopdaget i 1994. Siden er den fundet på en række lokaliteter over det meste af landet. Det er dog i Midtjylland den er mest almindelig, og arten har kun få lokaliteter på Fyn, Sjælland og Bornholm.","The Purse-web Spiders northern limit in Europe are Scotland, Denmark and southern Sweden. The species was considered extinct in Denmark until it was rediscovered in 1994. Since then it has been recorded from a number of localities throughout Denmark, with most recordings from central Jutland.",,
