"FamilyID","SortOrder","GenusID","Genus","NoGenusSpecies","GAuthor","G_N_D","GNameDK","GNameUK","GenusDK","GenusFO","GenusGL","GenusAZ","GCharactersDK","GCharactersUK","GBiologyEuDK","GBiologyEuUK","GBiologyDkDK","GBiologyDkUK","GBiologyFoDK","GBiologyFoUK","GBiologyGLDK","GBiologyGLUK","GBiologyAzUK","GTaxNoteDK","GTaxNoteUK"
"33","3","302","Metellina","4","Chamberlin & Ivie, 1941","0","","","1","1","0","1","","Very closely related to the <i>Meta</i> genus. The differences between the genera <i>Metellina</i> and <i>Meta</i> are not visible with a lens. Anterior row of eyes recurved, posterior straight. Chelicerae are provided with 3 large promarginal teeth and retromargin with 2 large teeth and 2 denticles (Almquist 2005). Endites are about twice as long as labium. Paracymbium sclerotized. The ventral markings sometimes consist of a broad dark median band flanked by reticulated narrow white bands.","","","","","","The single Faroese species occurs in two colour forms which are very much alike, except for the presence of a golden median band running whole length of abdomen in <i>Metellina merianae celata</i>. This colour form is sometimes regarded as a subspecies, <i>Metellina merianae celata</i> (Blackwall, 1841).","","","","",""
"22","25","303","Chalcoscirtus","13","Bertkau, 1880","0","","","0","0","0","1","","","","","","","","","","","","",""
"40","0","304","Phrurolithus","9","C. L. Koch, 1839","0","","","1","0","0","0","Arterne kan godt minde lidt om arter fra <i>Micaria</i> slægten i Gnaphosidae, idet de også løber hurtigt omkring i solskin på en myrelignende måde, men de mangler <i>Micaria</i> slægtens metalglans. Bagkroppen har hvide pletter undertiden sammensmeltede i linier, og hanner har et glinsende dorsalt scutum, som fuldstændigt dækker bagkroppen.","The species resemble species of <i>Micaria</i> in the Gnaphosidae since they also run about in sunshine in an antlike fashion, but they lack the iredecence of  <i>Micaria</i>. The abdomen is marked with white spots, sometimes appearing as lines. Males with a shiny dorsal scutum covering the abdomen.","","","","","","","","","","",""
"30","11","306","Rugathodes","6","Archer, 1950","0","","","1","0","0","1","","","","","","","","","","","","",""
"34","15","307","Parazygiella","1","Wunderlich, 2004","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","17","308","Leviellus","2","Wunderlich, 2004","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","200","309","Abiskoa","1","Saaristo & Tanasevitch, 2000","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","187","310","Bolephthyphantes","1","Strand, 1901","0","","","0","1","1","0","","","","","","","","","","","","",""
"35","186","311","Incestophantes","8","Tanasevitch, 1992","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","312","Prinerigone","2","Millidge, 1988","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","","313","Oreoneta","8","Chyzer & Kulczynski, 1894","0","","","0","1","1","0","","The genus has been revised by Saaristo & Marusik (2003). It is defined by the structure of the copulatory organs, particularly by the shape of the male embolic membrane (Saaristo & Marusik 2003). Medium sized linyphiids ranging from 2.5-4.75 mm. Most species are dark, cephalothorax and legs brown with greenish grey-greenish black abdomen. The male carapace is somewhat elevated at front while the female carapace is unmodified. ","","","","","","","","","","",""
"35","","314","Mansuphantes","10","Saaristo & Tanasevitch, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","194","315","Mughiphantes","27","Saaristo & Tanasevitch, 1999","0","","","0","1","0","0","","Medium sized spiders ranging from 1.6-2.8 mm (Saaristo & Tanasevitch 1999). In some species the abdomen has a striking pattern. Tibiae usually with one or more ventral spines. Metatarsus IV without a trichobothrium. Female epigyne disc or pear shaped, often thickened with an almost rigid scape. The male palp shows some adaptations to the rigid scape of the epigyne but these are not visible with a lens. ","","A group of former <i>Lepthyphantes</i> species now reclassified to the new <i>Mughiphantes</i> genus (Saaristo & Tanasevitch 1999).","","","","This genus contains one, rare Faroese species without a clear abdominal pattern. The species may be difficult to identify in the field.","","","","",""
"35","","316","Agnyphantes","1","Hull, 1932","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","317","Formiphantes","2","Saaristo & Tanasevitch, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","189","318","Obscuriphantes","2","Saaristo & Tanasevitch, 2000","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","319","Piniphantes","2","Saaristo & Tanasevitch, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","320","Scotargus","5","Simon, 1913","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","321","Pseudocarorita","1","Wunderlich, 1980","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","322","Kratochviliella","1","Miller, 1938","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","43","323","Pelecopsis","33","Simon, 1864","0","","","0","0","1","1","","","","","","","","","","","","",""
"13","5","324","Holocnemus","4","Simon, 1873","0","","","0","0","0","0","","","","","","","","","","","","",""
"13","6","325","Crossopriza","2","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"7","2","326","Uroctea","2","Dufour, 1820","0","","","0","0","0","0","Slægtens arter findes udbredt i Eurasien og Afrika. To arter forekommer i Sydeuropa og yderligere én art findes på de Kanariske Øer. Arterne i <i>Uroctea</i> har ikke cribellum, ikke desto mindre er deres fangspind meget lig fangspindet hos <i>Oecobius</i>. Det flade teltlignende spind er ca. 4 cm i diameter og har seks åbninger som giver teltet stjerneform. Fangspindene anlægges på undersiden af sten og edderkoppen sidder med oversiden nedad inde i teltet der således tjener som retræte. Fra hver åbning udgår to signaltråde til omgivelserne. Trådene videregiver vibrationer fra byttedyr som på deres færden berører trådene. Hvis edderkoppen er sulten vil den fare ud og spinde byttedyret ind i silke.  <i>Uroctea</i> har for vane at placere byttedyrsresterne på teltets overside (=spindets underside). Måske tyngdekraftens indvirkning på byttedyrsresterne hjælper med at holde teltet udspændt så edderkoppen lettere kan passere åbningerne. Det er ogå muligt at byttedyrsresterne tjener til at  kamouflere spindet.","The species of <i>Uroctea</i> are found in Eurasia and Africa. Two species occur in southern Europe and one more is known from the Canary Islands. <i>Uroctea</i> species do not have a cribellum, but their web is very similar to the ones built by spiders of the cribellate <i>Oecobius</i> genus. The flat tent-like web is about 4 cm in diameter with six openings giving the tent a star-shaped appearance. The webs are built on the lower surface of stones and the spider sits upside down inside the tent thus serving as a retreat. From every opening two threads radiate to the surrounding, signalling vibrations of prey touching the threads. If hungry, the spider rushes out of the opening nearest to the prey and then tries to wrap they prey with silk. <i>Uroctea</i> has a habit of arranging the remains of the prey onto the lower part of the tent on the outer surface. Perhaps the force of gravity on the prey remains aids to give the tent a domed shape making the openings easier to pass through. The prey remains may alseo serve to camouflage the web.","","","","","","","","","","",""
"4","2","327","Callobius","2","Chamberlin, 1947","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","16","328","Stroemiellus","1","Wunderlich, 2004","0","","","0","0","0","0","","","","","","","","","","","","",""
"4","4","329","Eurocoelotes","11","Wang, 2002","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","5","330","Hogna","21","Simon, 1885","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","8","331","Menemerus","8","Simon, 1868","0","","","0","0","0","1","","","","","","","","","","","","",""
"43","1","332","Atypus","3","Latreille, 1804","0","","","1","0","0","0","Kæber veludviklede, brystplade fusioneret med læbe. Seks spindevorter, hvoraf det bagerste par er treleddet. I Europa kan de tre forekommende arter adskilles på forskelle i leddenes relative længder. Indeholder arten <i>Atypus affinis</i>, som er den eneste fugleedderkoppeart repræsenteret i Danmark.","Large forward projecting chelicerae. Sternum is fused with labium. Six spinnerets, the posterior pair is composed of three segments. The relative lengths of the segments is a character useful for separating the three European species. <i>Atypus affinis</i> is the only orthognath species occurring in Denmark.","","","","","","","","","","",""
"44","1","333","Zoropsis","6","Simon, 1878","0","","","0","0","0","0","Bagerste øjenrække er stærkt tilbagebøjet.","Posterior row of eyes strongly recurved.","","","","","","","","","","",""
"22","0","334","Hasarius","1","Simon, 1871","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","50","335","Cyrtophora","3","Simon, 1864","0","","Tentweb weavers","0","0","0","0","Kun en art i Europa","","","","","","","","","","","",""
"20","0","336","Olios","4","Walckenaer, 1837","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","47","337","Nematogmus","1","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","21","338","Asianellus","2","Logunov & Heciak, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","7","339","Afraflacilla","1","Berland & Millot, 1941","0","","","0","0","0","0","","","","","","","","","","","","",""
